vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU7275	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.02	NA	NA	NA	0.995429516	0.005986102	5620	SRR5823607	PRJNA393632	Germany
vOTU7276	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	9.68	0.98	dsDNAphage	1	NA	NA	5619	"SRR5823602,SRR5823601,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU7277	VC_2166_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.41	0.713	dsDNAphage	0	NA	NA	5617	SRR10346361	PRJNA579552	China
vOTU7278	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.952681661	0.013331823	5617	SRR11450584	PRJNA616041	American
vOTU7279	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.11	0.58	dsDNAphage	0	NA	NA	5616	SRR10159347	PRJNA562057	China
vOTU7280	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.33	0.96	dsDNAphage	0	0.999491692	0.002945842	5615	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7281	VC_2416_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.83	0.973	dsDNAphage	0	NA	NA	5615	"SRR12550843,SRR12550840,SRR12550817"	PRJNA632564	China
vOTU7282	VC_270_0	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	16.13	0.987	dsDNAphage	2	NA	NA	5615	SRR6049603	PRJNA392834	China
vOTU7283	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	4.07	0.967	dsDNAphage	0	NA	NA	5615	SRR17754576	PRJNA799794	China
vOTU7284	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.527	dsDNAphage	0	NA	NA	5614	"SRR14026609,SRR14026597"	PRJNA714492	Switzerland
vOTU7285	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.5	dsDNAphage	0	0.999254227	0.003191329	5614	SRR5823607	PRJNA393632	Germany
vOTU7286	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.79	0.947	dsDNAphage	0	1	0	5614	SRR7012218	PRJNA450451	China
vOTU7287	Unclassified	Tybeckvirinae	Unclassified	virulent	Low-quality	Genome-fragment	2.91	0.833	dsDNAphage	0	0.959388971	0.012482061	5613	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU7288	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.693	dsDNAphage	0	NA	NA	5612	"SRR5823607,SRR5823612"	PRJNA393632	Germany
vOTU7289	VC_2125_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.62	0.66	dsDNAphage	0	0.991741359	0.007043583	5611	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU7290	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.86	dsDNAphage	1	NA	NA	5611	SRR11450587	PRJNA616041	American
vOTU7291	VC_1938_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.79	0.867	dsDNAphage	0	NA	NA	5610	SRR17754576	PRJNA799794	China
vOTU7292	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	nan	dsDNAphage	1	0.998953819	0.003701186	5609	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU7293	VC_2525_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.873	dsDNAphage	0	NA	NA	5609	SRR12550822	PRJNA632564	China
vOTU7294	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.934587121	0.015182416	5608	"SRR10346359,SRR10346361,SRR10346360"	PRJNA579552	China
vOTU7295	Unclassified	Marnaviridae	Unclassified	virulent	Medium-quality	Genome-fragment	63.85	nan	RNA	1	0.902292132	0.017523982	5608	SRR11450586	PRJNA616041	American
vOTU7296	VC_2418_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.981388211	0.009083012	5608	"SRR5823610,SRR5823598,SRR5823606,SRR5823602,SRR5823597,SRR5823600"	PRJNA393632	Germany
vOTU7297	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.97	1	dsDNAphage	3	NA	NA	5608	SRR17754575	PRJNA799794	China
vOTU7298	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.973	dsDNAphage	0	NA	NA	5605	"SRR5823604,SRR5823605,SRR5823607,SRR5823612,SRR5823606"	PRJNA393632	Germany
vOTU7299	VC_2531_0	unknown	Unclassified	virulent	High-quality	High-quality	94.84	1	RNA	1	NA	NA	5605	SRR11450580	PRJNA616041	American
vOTU7300	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.95098412	0.013501775	5604	"SRR5823603,SRR5823598"	PRJNA393632	Germany
vOTU7301	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957347751	0.012784198	5603	"SRR5823595,SRR5823596,SRR5823597,SRR5823601"	PRJNA393632	Germany
vOTU7302	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.73	0.967	dsDNAphage	0	0.924542189	0.01593776	5602	SRR7012218	PRJNA450451	China
vOTU7303	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999194622	0.003285747	5602	SRR11450587	PRJNA616041	American
vOTU7304	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.93	NA	NA	NA	0.986234605	0.008252134	5602	"SRR10159350,SRR10159352,SRR10159351,SRR10159353,SRR10159355,SRR10159354"	PRJNA562057	China
vOTU7305	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.827	dsDNAphage	0	NA	NA	5601	SRR11450584	PRJNA616041	American
vOTU7306	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.44	0.987	dsDNAphage	0	NA	NA	5601	SRR5877196	PRJNA392834	China
vOTU7307	Unclassified	Marnaviridae	Unclassified	virulent	Medium-quality	Genome-fragment	64.17	0.995	RNA	1	NA	NA	5599	SRR11450577	PRJNA616041	American
vOTU7308	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.26	0.913	dsDNAphage	0	0.998975754	0.003701186	5599	SRR10159356	PRJNA562057	China
vOTU7309	VC_2531_0	unknown	Unclassified	virulent	High-quality	High-quality	94.73	1	RNA	1	NA	NA	5599	SRR11450580	PRJNA616041	American
vOTU7310	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	3.18	0.653	dsDNAphage	0	0.999988019	0.00073646	5598	SRR5823607	PRJNA393632	Germany
vOTU7311	VC_2561_0	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	86.4	0.985	RNA	1	NA	NA	5598	SRR11450580	PRJNA616041	American
vOTU7312	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.15	0.993	dsDNAphage	1	NA	NA	5597	SRR5823597	PRJNA393632	Germany
vOTU7313	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.83	0.673	dsDNAphage	0	NA	NA	5597	"SRR12550829,SRR12550817,SRR12550818,SRR12550840,SRR12550819"	PRJNA632564	China
vOTU7314	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.87	NA	NA	NA	0.999986947	0.000774228	5597	SRR17754576	PRJNA799794	China
vOTU7315	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.933	dsDNAphage	0	0.968364358	0.011197976	5597	"SRR5823600,SRR5823601,SRR5823602"	PRJNA393632	Germany
vOTU7316	VC_2562_0	Solemoviridae	Unclassified	virulent	High-quality	High-quality	90.33	1	RNA	1	NA	NA	5596	SRR11450586	PRJNA616041	American
vOTU7317	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	94.68	nan	RNA	1	NA	NA	5596	SRR11450580	PRJNA616041	American
vOTU7318	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.3	0.947	dsDNAphage	0	0.906383812	0.017259612	5596	SRR7012215	PRJNA450451	China
vOTU7319	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.994701624	0.006156054	5595	SRR5823595	PRJNA393632	Germany
vOTU7320	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.993	dsDNAphage	1	NA	NA	5594	SRR5823597	PRJNA393632	Germany
vOTU7321	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.55	RNA	0	NA	NA	5594	"SRR5823602,SRR5823597,SRR5823595,SRR5823596,SRR5823600,SRR5823601"	PRJNA393632	Germany
vOTU7322	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.37	0.987	dsDNAphage	4	0.990390658	0.007307954	5594	"SRR14026603,SRR14026602,SRR14026604,SRR14026600,SRR14026605,SRR14026601"	PRJNA714492	Switzerland
vOTU7323	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	1	dsDNAphage	1	NA	NA	5594	"SRR12550820,SRR12550822,SRR12550844"	PRJNA632564	China
vOTU7324	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.03	0.6	dsDNAphage	1	NA	NA	5592	SRR5512132	PRJNA385547	China
vOTU7325	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.953204751	0.013275172	5591	"SRR14026602,SRR14026605,SRR17754575"	"PRJNA714492,PRJNA799794"	"Switzerland,China"
vOTU7326	Unclassified	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	50.64	nan	RNA	1	NA	NA	5591	SRR11450580	PRJNA616041	American
vOTU7327	VC_2365_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.547	dsDNAphage	0	NA	NA	5590	"SRR10159351,SRR10159352"	PRJNA562057	China
vOTU7328	VC_2272_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	3.44	0.733	dsDNAphage	0	0.996178627	0.005702848	5590	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU7329	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6	0.96	dsDNAphage	0	NA	NA	5589	SRR7012218	PRJNA450451	China
vOTU7330	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.79	1	dsDNAphage	1	0.999999762	0.00026437	5587	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU7331	VC_1322_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.3	0.88	dsDNAphage	0	NA	NA	5587	SRR9313736	PRJNA531524	China
vOTU7332	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	dsDNAphage	0	NA	NA	5587	"SRR5259830,SRR5259839"	"PRJNA370739,PRJNA370742"	American
vOTU7333	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.853	dsDNAphage	1	NA	NA	5586	SRR5512143	PRJNA385547	China
vOTU7334	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.996529818	0.005514012	5586	SRR5512134	PRJNA385547	China
vOTU7335	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.4	0.5	dsDNAphage	0	NA	NA	5585	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7336	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.942247033	0.01452149	5585	SRR5823598	PRJNA393632	Germany
vOTU7337	Unclassified	Peduoviridae	Aeromonas	virulent	Low-quality	Genome-fragment	17.11	1	dsDNAphage	2	NA	NA	5584	"SRR6049602,SRR6325799,SRR5877197"	PRJNA392834	China
vOTU7338	VC_2364_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.853	dsDNAphage	0	NA	NA	5584	"SRR12550820,SRR12550851,SRR12550837,SRR12550822,SRR12550821,SRR12550801,SRR12550836,SRR12550850,SRR12550818,SRR12550800,SRR12550817"	PRJNA632564	China
vOTU7339	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.895	RNA	0	NA	NA	5583	SRR11450580	PRJNA616041	American
vOTU7340	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	11.27	0.62	dsDNAphage	0	NA	NA	5583	SRR17754576	PRJNA799794	China
vOTU7341	Unclassified	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	59.03	nan	RNA	1	0.96964711	0.010914722	5582	"SRR11450586,SRR11450577"	PRJNA616041	American
vOTU7342	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.65	0.913	dsDNAphage	0	0.998626471	0.004116625	5581	SRR10346359	PRJNA579552	China
vOTU7343	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.87	0.56	dsDNAphage	0	NA	NA	5581	SRR5512135	PRJNA385547	China
vOTU7344	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.83	0.927	dsDNAphage	0	0.925792754	0.015881109	5580	"SRR5823612,SRR5823613,SRR5823606"	PRJNA393632	Germany
vOTU7345	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.95250839	0.013350706	5579	"SRR14026602,SRR14026601,SRR14026600,SRR14026603,SRR14026604,SRR17754575"	"PRJNA714492,PRJNA799794"	"Switzerland,China"
vOTU7346	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.75	1	dsDNAphage	3	0.999805093	0.002020545	5579	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7347	Unclassified	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	16.53	0.96	dsDNAphage	1	NA	NA	5579	SRR5877197	PRJNA392834	China
vOTU7348	Unclassified	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	17.73	0.98	dsDNAphage	7	NA	NA	5579	"SRR5877196,SRR6325799"	PRJNA392834	China
vOTU7349	VC_2247_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.27	0.96	dsDNAphage	0	0.992238462	0.006892515	5578	"SRR10159352,SRR10159350,SRR10159349"	PRJNA562057	China
vOTU7350	VC_1955_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.72	0.88	dsDNAphage	0	NA	NA	5577	"SRR10159353,SRR10159350,SRR10159354,SRR10159355"	PRJNA562057	China
vOTU7351	VC_2236_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.58	0.773	dsDNAphage	0	NA	NA	5576	"SRR12550838,SRR12550841,SRR12550837"	PRJNA632564	China
vOTU7352	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.85	1	dsDNAphage	1	0.998972714	0.003701186	5576	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU7353	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.987440526	0.00796888	5576	SRR5512132	PRJNA385547	China
vOTU7354	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.533	dsDNAphage	0	0.920211375	0.016334315	5576	SRR17754575	PRJNA799794	China
vOTU7355	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.13	0.84	dsDNAphage	0	0.993706703	0.006590377	5575	"SRR14026586,SRR14026578,SRR14026579"	PRJNA714492	Switzerland
vOTU7356	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.39	0.78	ssDNA	0	0.903057456	0.017505099	5575	SRR5823607	PRJNA393632	Germany
vOTU7357	VC_2524_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.51	0.78	dsDNAphage	0	0.992814004	0.006779213	5575	"SRR10159352,SRR10159353,SRR10159348,SRR10159350,SRR10159349,SRR10159351,SRR10159347,SRR10159354,SRR10159355"	PRJNA562057	China
vOTU7358	VC_1164_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.91	0.893	dsDNAphage	0	NA	NA	5575	"SRR10341084,SRR10341083"	PRJNA579335	China
vOTU7359	VC_2563_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.991623044	0.007062467	5575	"SRR5823610,SRR1190311,SRR5823607,SRR10346362,SRR5823611"	"PRJNA393632,PRJNA240951,PRJNA579552"	"Germany,China"
vOTU7360	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.03	0.873	dsDNAphage	4	NA	NA	5575	SRR5877196	PRJNA392834	China
vOTU7361	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.998560548	0.00419216	5574	SRR1745856	PRJNA271842	India
vOTU7362	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.48	0.807	dsDNAphage	0	NA	NA	5574	SRR7012218	PRJNA450451	China
vOTU7363	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999477506	0.002945842	5574	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU7364	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	95.67	1	RNA	1	NA	NA	5574	SRR11450585	PRJNA616041	American
vOTU7365	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.977422655	0.00959287	5573	SRR5823607	PRJNA393632	Germany
vOTU7366	Unclassified	Marnaviridae	Unclassified	virulent	Medium-quality	Genome-fragment	61.37	1	RNA	1	0.914623499	0.016636453	5573	SRR11450577	PRJNA616041	American
vOTU7367	Unclassified	Marthavirus	Unclassified	virulent	Low-quality	Genome-fragment	5.58	0.947	dsDNAphage	2	NA	NA	5573	SRR12550821	PRJNA632564	China
vOTU7368	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.99553597	0.005910567	5572	SRR5823607	PRJNA393632	Germany
vOTU7369	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.935	RNA	0	NA	NA	5572	SRR10159353	PRJNA562057	China
vOTU7370	Unclassified	Metaviridae	Unclassified	virulent	Medium-quality	Genome-fragment	85.51	NA	NA	NA	0.98490876	0.008573155	5571	SRR11450588	PRJNA616041	American
vOTU7371	VC_2346_0	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.807	dsDNAphage	0	NA	NA	5570	"SRR5259939,SRR5260071,SRR5260067,SRR5259940"	"PRJNA370746,PRJNA370749,PRJNA370748,PRJNA370747"	American
vOTU7372	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.958227038	0.012576479	5570	"SRR5823612,SRR5823613,SRR5823599"	PRJNA393632	Germany
vOTU7373	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.11	0.927	dsDNAphage	0	0.999997973	0.000453206	5570	SRR17754575	PRJNA799794	China
vOTU7374	VC_617_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.61	0.973	dsDNAphage	1	NA	NA	5569	"SRR10159354,SRR10159351"	PRJNA562057	China
vOTU7375	VC_225_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.72	0.7	dsDNAphage	0	NA	NA	5569	DRR012576	PRJNA202273	Japan
vOTU7376	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	1	dsDNAphage	3	NA	NA	5568	"SRR12550818,SRR12550817,SRR12550829,SRR12550840,SRR12550823,SRR12550819,SRR12550845"	PRJNA632564	China
vOTU7377	Unclassified	Inoviridae	Unclassified	virulent	Low-quality	Genome-fragment	11.82	0.993	dsDNAphage	4	NA	NA	5567	DRR012575	PRJNA202273	Japan
vOTU7378	VC_2543_0	unknown	Unclassified	virulent	High-quality	High-quality	94.14	1	RNA	1	NA	NA	5564	SRR11450580	PRJNA616041	American
vOTU7379	VC_151_0	Casjensviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	10.92	1	dsDNAphage	4	NA	NA	5563	SRR5512146	PRJNA385547	China
vOTU7380	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.95	0.787	dsDNAphage	0	NA	NA	5563	SRR6325481	PRJNA392834	China
vOTU7381	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.847	dsDNAphage	0	NA	NA	5563	"SRR10159348,SRR10159355,SRR10159353,SRR10159354,SRR10159347"	PRJNA562057	China
vOTU7382	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.733	dsDNAphage	0	0.993865669	0.00655261	5563	"SRR5823602,SRR5823601,SRR5823600,SRR5823595,SRR5823603,SRR5823598"	PRJNA393632	Germany
vOTU7383	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999645114	0.002454868	5563	"SRR11450579,SRR11450580"	PRJNA616041	American
vOTU7384	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.56	0.993	dsDNAphage	3	NA	NA	5560	"SRR14026575,SRR14026576,SRR14026577,SRR14026606"	PRJNA714492	Switzerland
vOTU7385	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.929843783	0.015560088	5560	"SRR5823596,SRR5823597"	PRJNA393632	Germany
vOTU7386	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.12	1	dsDNAphage	1	NA	NA	5559	"SRR5823595,SRR5823600,SRR5823601,SRR5823602"	PRJNA393632	Germany
vOTU7387	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.88	dsDNAphage	0	0.999348521	0.00304026	5558	SRR5512147	PRJNA385547	China
vOTU7388	VC_2555_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.995189548	0.006004985	5557	"SRR5823597,SRR5823596"	PRJNA393632	Germany
vOTU7389	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957154334	0.012784198	5555	"SRR5823601,SRR5823600"	PRJNA393632	Germany
vOTU7390	VC_544_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.34	0.987	dsDNAphage	2	0.999998927	0.000396556	5555	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7391	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.76	0.893	dsDNAphage	0	0.965060413	0.011613415	5555	SRR5512143	PRJNA385547	China
vOTU7392	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.922556221	0.016107712	5555	SRR17754576	PRJNA799794	China
vOTU7393	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.83	0.593	dsDNAphage	0	NA	NA	5554	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU7394	Unclassified	Azeredovirinae_like	Lactiplantibacillus	virulent	Low-quality	Genome-fragment	14.74	1	dsDNAphage	4	NA	NA	5554	SRR1745835	PRJNA271842	India
vOTU7395	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	3.73	0.867	dsDNAphage	1	NA	NA	5553	SRR5823607	PRJNA393632	Germany
vOTU7396	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.83	1	dsDNAphage	2	NA	NA	5553	SRR7012218	PRJNA450451	China
vOTU7397	VC_1285_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.67	0.92	dsDNAphage	0	0.997309446	0.005079689	5552	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7398	VC_2564_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.991183639	0.007194652	5551	SRR5823595	PRJNA393632	Germany
vOTU7399	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.87	0.793	dsDNAphage	0	NA	NA	5551	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7400	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.997830749	0.0047209	5551	SRR1747108	PRJNA271842	India
vOTU7401	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.995525658	0.005910567	5551	SRR5823603	PRJNA393632	Germany
vOTU7402	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.962009192	0.012085505	5551	"SRR5823596,SRR5823601,SRR12550798,SRR10159353,SRR14660893,SRR5823598,SRR12550811,SRR5512141,SRR12550828,SRR5823612,SRR10159351,SRR10159354,SRR14660886,SRR10159349,SRR12550805,SRR12550800,SRR10159348,SRR12687817,SRR12550821,SRR10159352,SRR12550827,SRR12550838,SRR14660885,SRR12550826,SRR12550825,SRR10159350,SRR12550801,SRR7012213,SRR10159347,SRR5823597,SRR5512135,SRR14660892,SRR12687798,SRR10159355,DRR000981,SRR5512140,SRR12550839,SRR12687790,SRR12550820,SRR12550802,SRR12550841,SRR12550787,SRR12687799,SRR12550792,SRR5823600,SRR12550806,SRR5512142,SRR12550836,SRR1745835,SRR12687791,SRR12550830,SRR12687787,SRR12550822,SRR5512139,SRR12687825,SRR5512136,SRR12550823,SRR7012211,SRR12687811,SRR12687793,SRR5823603,SRR12687804,SRR12550790,SRR12687789,SRR12550813,SRR12687815"	"PRJNA393632,PRJNA632564,PRJNA562057,PRJNA732820,PRJNA385547,PRJNA663614,PRJNA450451,PRJDB2325,PRJNA271842"	"Germany,China,American,Japan,India"
